级别,名称,别名,道具类型,文字介绍ID,基准价格,重量,速度(1-5),唯一,等级限制,力量限制,敏捷限制,体质限制,攻击力小,攻击力大,防御力小,防御力大,耐久度小,耐久度大,最小特性数,最大特性数,抽取特性类型1,类型1概率,抽取特性类型2,类型2概率,抽取特性类型3,类型3概率,抽取特性类型4,类型4概率,抽取特性类型5,类型5概率,道具栏图片ID,地面图片ID,游侠,力士,刺客,术士,巫师,名称ID,五行属性,五行攻击,五行攻击MAX,五行防御,五行防御MAX,相生特性,镶嵌宝石数量,相生属性出现几率,五行属性出现几率
6,法袍,34_6,34,2075,60,4,,Y,21,,,,,,42,63,10,18,1,3,,,Tmpmax_200,100,,,,,,,4061,weapon_sword_ancient_angel_new,,,,CA_003*TK_002*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_000*RA_003*RE_000*TK_002,438,1,,,49,70,,1,0,100
7,法袍,34_7,34,2075,70,5,,Y,25,,,,,,48,72,10,18,1,3,,,Tmpmax_200,100,,,,,,,4062,weapon_sword_ancient_angel_new,,,,CA_003*TK_002*LA_002*RA_002*LE_002*RE_002,CA_003*LA_001*LE_002*RA_001*RE_002*TK_002,438,1,,,56,80,,1,0,100
8,法袍,34_8,34,2075,80,5,,Y,29,,,,,,54,81,10,18,1,3,,,Tmpmax_200,100,,,,,,,4063,weapon_sword_ancient_angel_new,,,,CA_002*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*LA_003*LE_003*RA_003*RE_003*TK_003,438,1,,,63,90,,1,0,100
9,法袍,34_9,34,2075,90,6,,Y,33,,,,,,60,90,10,18,1,3,,,Tmpmax_200,100,,,,,,,4064,weapon_sword_ancient_angel_new,,,,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_002*LA_002*LE_002*RA_002*RE_002*TK_002,438,1,,,70,100,,1,0,100
1,狗骨,gougu,3,500,15,1,,,,,,,,,,,,,0,3,,,Tmpregen%_30,15,,,,,,,3547,weapon_sword_ancient_angel_new,,,,,,52,3,,,,,,,,100
2,虎蛟骨,hujiaogu,3,501,25,1,,,,,,,,,,,,,0,3,,,Thpregen%_30,15,,,,,,,3548,weapon_sword_ancient_angel_new,,,,,,53,2,,,,,,,,100
3,狼骨,langgu,3,502,36,1,,,,,,,,,,,,,0,3,,,Tdex_30,20,,,,,,,3549,weapon_sword_ancient_angel_new,,,,,,54,4,,,,,,,,100
4,野猪骨,yezhugu,3,503,49,1,,,,,,,,,,,,,0,3,,,Tstr_30,20,,,,,,,3550,weapon_sword_ancient_angel_new,,,,,,55,5,,,,,,,,100
5,虎骨,hugu,3,504,189,1,,,,,,,,,,,,,0,3,,,Twis_30,25,,,,,,,3551,weapon_sword_ancient_angel_new,,,,,,56,1,,,,,,,,100
6,熊骨,xionggu,3,505,78,1,,,,,,,,,,,,,0,3,,,Tcon_30,25,,,,,,,3552,weapon_sword_ancient_angel_new,,,,,,57,5,,,,,,,,100
7,狍鸮骨,paoxiaogu,3,506,95,1,,,,,,,,,,,,,0,3,,,Tmpmax_100,30,,,,,,,3553,weapon_sword_ancient_angel_new,,,,,,58,3,,,,,,,,100
8,朱厌骨,zhuyangu,3,507,113,1,,,,,,,,,,,,,0,3,,,Thpmax_100,30,,,,,,,3554,weapon_sword_ancient_angel_new,,,,,,59,1,,,,,,,,100
9,善翼骨,shanyigu,3,508,133,1,,,,,,,,,,,,,0,3,,,Tmpmax%_20,35,,,,,,,3555,weapon_sword_ancient_angel_new,,,,,,60,2,,,,,,,,100
1,狗皮,goupi,4,2100,22,1,,,,,,,,,0,0,,,0,3,,,Tmdp4_200,15,,,,,,,3556,weapon_sword_ancient_angel_new,,,,,,61,3,,,1,1,,,0,20
2,虎蛟皮,hujiaopi,1011,2101,63,1,,,,,,,,,0,0,,,0,3,,,Tmdp5_200,15,,,,,,,3557,weapon_sword_ancient_angel_new,,,,,,62,2,,,5,8,,,0,25
3,狼皮,langpi,4,2102,104,2,,,,,,,,,1,3,,,0,3,,,Tmdp1_200,20,,,,,,,3558,weapon_sword_ancient_angel_new,,,,,,63,4,,,1,1,,,0,30
4,野猪皮,yezhupi,4,2103,88,2,,,,,,,,,9,12,,,0,3,,,Tmdp3_200,20,,,,,,,3559,weapon_sword_ancient_angel_new,,,,,,64,5,,,2,3,,,0,35
5,虎皮,hupi,4,2104,453,2,,,,,,,,,4,8,,,0,3,,,Tmdp2_200,25,,,,,,,3560,weapon_sword_ancient_angel_new,,,,,,65,1,,,4,10,,,0,40
6,熊皮,xiongpi,4,2105,310,2,,,,,,,,,12,18,,,0,3,,,Tdp_100,25,,,,,,,3561,weapon_sword_ancient_angel_new,,,,,,66,5,,,1,2,,,0,45
7,狍鸮皮,paoxiaopi,4,2106,556,2,,,,,,,,,3,6,,,0,3,,,Tcon_40,30,,,,,,,3562,weapon_sword_ancient_angel_new,,,,,,67,3,,,12,20,,,0,50
8,朱厌皮,zhuyanpi,4,2107,304,2,,,,,,,,,20,24,,,0,3,,,Tapreduce_10,30,,,,,,,3563,weapon_sword_ancient_angel_new,,,,,,68,1,,,2,4,,,0,55
9,善翼皮,shanyipi,4,2108,1018,2,,,,,,,,,4,7,,,0,3,,,Tmapreduce_10,35,,,,,,,3564,weapon_sword_ancient_angel_new,,,,,,69,2,,,14,32,,,0,60
1,麦饼,maibing,51,800,30,1,,,,,,,,,,,,,0,0,,,Tfoodhp_150,100,,,,,,,3504,weapon_sword_ancient_angel_new,,,,,,469,,,,,,,,,
1,麦饼,maibing,51,800,30,1,,,,,,,,,,,,,0,0,,,Tfoodhp_150,100,,,,,,,3504,weapon_sword_ancient_angel_new,,,,,,469,,,,,,,,,
1,麦饼,maibing,51,800,30,1,,,,,,,,,,,,,0,0,,,Tfoodhp_150,100,,,,,,,3504,weapon_sword_ancient_angel_new,,,,,,469,,,,,,,,,
2,双孢蘑菇,shuangbaomogu,51,801,80,1,,,,,,,,,,,,,0,0,,,Tfoodhp_300,100,,,,,,,3505,weapon_sword_ancient_angel_new,,,,,,470,,,,,,,,,
2,双孢蘑菇,shuangbaomogu,51,801,80,1,,,,,,,,,,,,,0,0,,,Tfoodhp_300,100,,,,,,,3505,weapon_sword_ancient_angel_new,,,,,,470,,,,,,,,,
2,双孢蘑菇,shuangbaomogu,51,801,80,1,,,,,,,,,,,,,0,0,,,Tfoodhp_300,100,,,,,,,3505,weapon_sword_ancient_angel_new,,,,,,470,,,,,,,,,
4,金珠果,jinzhuguo,51,816,180,1,,,,,,,,,,,,,0,0,,,Tfoodhp_600,100,,,,,,,3518,weapon_sword_ancient_angel_new,,,,,,483,,,,,,,,,
4,金珠果,jinzhuguo,51,816,180,1,,,,,,,,,,,,,0,0,,,Tfoodhp_600,100,,,,,,,3518,weapon_sword_ancient_angel_new,,,,,,483,,,,,,,,,
4,金珠果,jinzhuguo,51,816,180,1,,,,,,,,,,,,,0,0,,,Tfoodhp_600,100,,,,,,,3518,weapon_sword_ancient_angel_new,,,,,,483,,,,,,,,,
7,乌笋干,wusungan,51,802,300,1,,,,,,,,,,,,,0,0,,,Tfoodhp_1000,100,,,,,,,3506,weapon_sword_ancient_angel_new,,,,,,471,,,,,,,,,
7,乌笋干,wusungan,51,802,300,1,,,,,,,,,,,,,0,0,,,Tfoodhp_1000,100,,,,,,,3506,weapon_sword_ancient_angel_new,,,,,,471,,,,,,,,,
7,乌笋干,wusungan,51,802,300,1,,,,,,,,,,,,,0,0,,,Tfoodhp_1000,100,,,,,,,3506,weapon_sword_ancient_angel_new,,,,,,471,,,,,,,,,
9,兰溪蜜枣 ,lanximizao,51,803,600,1,,,,,,,,,,,,,0,0,,,Tfoodhp%_100,100,,,,,,,3507,weapon_sword_ancient_angel_new,,,,,,472,,,,,,,,,
9,兰溪蜜枣 ,lanximizao,51,803,600,1,,,,,,,,,,,,,0,0,,,Tfoodhp%_100,100,,,,,,,3507,weapon_sword_ancient_angel_new,,,,,,472,,,,,,,,,
9,兰溪蜜枣 ,lanximizao,51,803,600,1,,,,,,,,,,,,,0,0,,,Tfoodhp%_100,100,,,,,,,3507,weapon_sword_ancient_angel_new,,,,,,472,,,,,,,,,
1,茯苓,fuling,51,804,36,1,,,,,,,,,,,,,0,0,,,Tfoodmp_75,100,,,,,,,3508,weapon_sword_ancient_angel_new,,,,,,473,,,,,,,,,
1,茯苓,fuling,51,804,36,1,,,,,,,,,,,,,0,0,,,Tfoodmp_75,100,,,,,,,3508,weapon_sword_ancient_angel_new,,,,,,473,,,,,,,,,
2,灵芝,lingzhi,51,805,96,1,,,,,,,,,,,,,0,0,,,Tfoodmp_150,100,,,,,,,3509,weapon_sword_ancient_angel_new,,,,,,474,,,,,,,,,
2,灵芝,lingzhi,51,805,96,1,,,,,,,,,,,,,0,0,,,Tfoodmp_150,100,,,,,,,3509,weapon_sword_ancient_angel_new,,,,,,474,,,,,,,,,
4,宁夏甘草,ningxiagancao,51,815,216,1,,,,,,,,,,,,,0,0,,,Tfoodmp_300,100,,,,,,,3517,weapon_sword_ancient_angel_new,,,,,,482,,,,,,,,,
4,宁夏甘草,ningxiagancao,51,815,216,1,,,,,,,,,,,,,0,0,,,Tfoodmp_300,100,,,,,,,3517,weapon_sword_ancient_angel_new,,,,,,482,,,,,,,,,
7,银杏果,yinxingguo,51,806,360,1,,,,,,,,,,,,,0,0,,,Tfoodmp_500,100,,,,,,,3510,weapon_sword_ancient_angel_new,,,,,,475,,,,,,,,,
7,银杏果,yinxingguo,51,806,360,1,,,,,,,,,,,,,0,0,,,Tfoodmp_500,100,,,,,,,3510,weapon_sword_ancient_angel_new,,,,,,475,,,,,,,,,
9,天麻,tianma,51,807,720,1,,,,,,,,,,,,,0,0,,,Tfoodmp%_100,100,,,,,,,3511,weapon_sword_ancient_angel_new,,,,,,476,,,,,,,,,
9,天麻,tianma,51,807,720,1,,,,,,,,,,,,,0,0,,,Tfoodmp%_100,100,,,,,,,3511,weapon_sword_ancient_angel_new,,,,,,476,,,,,,,,,
1,华圣冬桃,huashengtao,51,809,50,1,,,,,,,,,,,,,0,0,,,Ufooddb_100,100,,,,,,,3512,weapon_sword_ancient_angel_new,,,,,,477,,,,,,,,,
2,金柑,jingan,51,810,130,1,,,,,,,,,,,,,0,0,,,Ufooddb_200,100,,,,,,,3513,weapon_sword_ancient_angel_new,,,,,,478,,,,,,,,,
4,雪藕,xueou,51,817,300,1,,,,,,,,,,,,,0,0,,,Ufooddb_400,100,,,,,,,3519,weapon_sword_ancient_angel_new,,,,,,484,,,,,,,,,
7,文蛤,wenge,51,811,500,1,,,,,,,,,,,,,0,0,,,Ufooddb_600,100,,,,,,,3514,weapon_sword_ancient_angel_new,,,,,,479,,,,,,,,,
9,鹿茸,lurong,51,812,1000,1,,,,,,,,,,,,,0,0,,,Ufooddb%_100,100,,,,,,,3515,weapon_sword_ancient_angel_new,,,,,,480,,,,,,,,,
1,龙血树脂,longxueshuzhi,51,813,50,1,,,,,,,,,,,,,0,0,,,Tclearstatus_30,100,,,,,,,3516,weapon_sword_ancient_angel_new,,,,,,481,,,,,,,,,
1,麦饼,net_hp1,51,800,10,1,,Y,,,,,,,,,,,0,0,,,Tfoodhp_150,100,,,,,,,3504,weapon_sword_ancient_angel_new,,,,,,469,,,,,,,,,
2,双孢蘑菇,net_hp2,51,801,25,1,,Y,,,,,,,,,,,0,0,,,Tfoodhp_300,100,,,,,,,3505,weapon_sword_ancient_angel_new,,,,,,470,,,,,,,,,
4,金珠果,net_hp3,51,816,60,1,,Y,,,,,,,,,,,0,0,,,Tfoodhp_600,100,,,,,,,3518,weapon_sword_ancient_angel_new,,,,,,483,,,,,,,,,
7,乌笋干,net_hp4,51,802,100,1,,Y,,,,,,,,,,,0,0,,,Tfoodhp_1000,100,,,,,,,3506,weapon_sword_ancient_angel_new,,,,,,471,,,,,,,,,
1,茯苓,net_mp1,51,804,12,1,,Y,,,,,,,,,,,0,0,,,Tfoodmp_75,100,,,,,,,3508,weapon_sword_ancient_angel_new,,,,,,473,,,,,,,,,
2,灵芝,net_mp2,51,805,30,1,,Y,,,,,,,,,,,0,0,,,Tfoodmp_150,100,,,,,,,3509,weapon_sword_ancient_angel_new,,,,,,474,,,,,,,,,
4,宁夏甘草,net_mp3,51,815,75,1,,Y,,,,,,,,,,,0,0,,,Tfoodmp_300,100,,,,,,,3517,weapon_sword_ancient_angel_new,,,,,,482,,,,,,,,,
7,银杏果,net_mp4,51,806,120,1,,Y,,,,,,,,,,,0,0,,,Tfoodmp_500,100,,,,,,,3510,weapon_sword_ancient_angel_new,,,,,,475,,,,,,,,,
1,龙血树脂,net_shuzhi,51,813,20,1,,Y,,,,,,,,,,,0,0,,,Tclearstatus_30,100,,,,,,,3516,weapon_sword_ancient_angel_new,,,,,,481,,,,,,,,,
1,狗筋,goujin,5,2150,18,1,,,,,,,,,,,,,0,3,,,Tmpmax_80,15,,,,,,,3565,weapon_sword_ancient_angel_new,,,,,,70,3,,,,,,,,40
2,虎蛟筋,hujiaojin,5,2151,30,1,,,,,,,,,,,,,0,3,,,Tsr_200,15,,,,,,,3566,weapon_sword_ancient_angel_new,,,,,,71,2,,,,,,,,40
3,狼筋,langjin,5,2152,43,1,,,,,,,,,,,,,0,3,,,Thr_150,20,,,,,,,3567,weapon_sword_ancient_angel_new,,,,,,72,4,,,,,,,,40
4,野猪筋,yezhujin,5,2153,59,1,,,,,,,,,,,,,0,3,,,Tsr%_20,20,,,,,,,3568,weapon_sword_ancient_angel_new,,,,,,73,5,,,,,,,,50
5,虎筋,hujin,5,2154,132,1,,,,,,,,,,,,,0,3,,,Thr%_20,25,,,,,,,3569,weapon_sword_ancient_angel_new,,,,,,74,1,,,,,,,,50
6,熊筋,xiongjin,5,2155,94,1,,,,,,,,,,,,,0,3,,,Thpmax_80,25,,,,,,,3570,weapon_sword_ancient_angel_new,,,,,,75,5,,,,,,,,50
7,狍鸮筋,paoxiaojin,5,2156,114,1,,,,,,,,,,,,,0,3,,,Tdex_40,30,,,,,,,3571,weapon_sword_ancient_angel_new,,,,,,76,3,,,,,,,,60
8,朱厌筋,zhuyanjin,5,2157,136,1,,,,,,,,,,,,,0,3,,,Trange_1,30,,,,,,,3572,weapon_sword_ancient_angel_new,,,,,,77,1,,,,,,,,60
9,善翼筋,shanyijin,5,2158,240,1,,,,,,,,,,,,,0,3,,,Tmovespeed_20,35,,,,,,,3573,weapon_sword_ancient_angel_new,,,,,,78,2,,,,,,,,60
1,金钱,gold,60,,,,,,,,,,,,,,,,0,0,,,Tgoldquantity,100,,,,,,,3477,weapon_sword_ancient_angel_new,,,,,,468,,,,,,,,,
1,狗肉,gourou,6,2200,9,1,,,,,,,,,,,,,0,0,,,Tfoodhp_150,100,,,,,,,3574,weapon_sword_ancient_angel_new,,,,,,79,,,,,,,,,
2,虎蛟肉,hujiaorou,6,2201,15,1,,,,,,,,,,,,,0,0,,,Uhujiaomeat,100,,,,,,,3575,weapon_sword_ancient_angel_new,,,,,,80,,,,,,,,,
3,狼肉,langrou,6,2202,21,1,,,,,,,,,,,,,0,0,,,Tfoodhp%_30,100,,,,,,,3576,weapon_sword_ancient_angel_new,,,,,,81,,,,,,,,,
4,野猪肉,yezhuhrou,6,2203,30,1,,,,,,,,,,,,,0,0,,,Tfoodhp%_40,100,,,,,,,3577,weapon_sword_ancient_angel_new,,,,,,82,,,,,,,,,
5,虎肉,hurou,6,2204,62,1,,,,,,,,,,,,,0,0,,,Tfoodhp%_50,100,,,,,,,3578,weapon_sword_ancient_angel_new,,,,,,83,,,,,,,,,
6,熊肉,xiongrou,6,2205,47,1,,,,,,,,,,,,,0,0,,,Tfoodmp%_30,100,,,,,,,3579,weapon_sword_ancient_angel_new,,,,,,84,,,,,,,,,
7,狍鸮肉,paoxiaorou,6,2206,56,1,,,,,,,,,,,,,0,0,,,Tfoodmp%_40,100,,,,,,,3580,weapon_sword_ancient_angel_new,,,,,,85,,,,,,,,,
8,朱厌肉,zhuyanrou,6,2207,68,1,,,,,,,,,,,,,0,0,,,Tfoodmp%_50,100,,,,,,,3581,weapon_sword_ancient_angel_new,,,,,,86,,,,,,,,,
9,善翼肉,shanyirou,6,2208,80,1,,,,,,,,,,,,,0,0,,,Ushanyimeat,100,,,,,,,3582,weapon_sword_ancient_angel_new,,,,,,87,,,,,,,,,
1,手刀,shoudao,7,1076,44,2,0,N,1,,,,9,14,,,50,64,1,5,Unique07_1a,0,Tsr_400,50,,,,,,,3607,weapon_sword_ancient_angel_new,,,RH_003_001,,,89,1,4,8,,,Tdex_80,1,20,25
2,柴刀,chaidao,7,1001,43,3,15,N,5,40,,,12,22,,,48,80,1,4,Unique07_2a,0,Tknockout_60,20,,,,,,,3608,weapon_sword_ancient_angel_new,,,RH_003_001,,,90,2,5,8,,,Tknockout_80,1,20,0
2,青铜短刀,qingtongduandao,7,1000,86,3,-10,N,6,,50,,8,18,,,48,100,0,5,Unique07_2b,0,Tdex_50,20,,,,,,,3609,weapon_sword_ancient_angel_new,,,RH_003_001,,,91,3,8,15,,,Tsr%_100,2,25,50
3,剔骨刀,tigudao,7,1055,83,4,0,N,9,58,,,21,35,,,64,88,0,5,Unique07_3a,0,Tdeadly_30,10,,,,,,,3610,weapon_sword_ancient_angel_new,,,RH_003_001,,,92,5,3,6,,,Tstr_80,1,20,0
3,青铜鹿首刀,qingtonglushoudao,7,1002,104,4,25,N,11,36,70,,4,7,,,40,72,1,4,Unique07_3b,0,Umapx2_40,15,Umapx1_40,15,Umapx3_40,15,Umapx5_40,15,3611,weapon_sword_ancient_angel_new,,,RH_003_001,,,93,2,5,25,,,Twis_80,2,30,100
4,匈奴短刃,xiongnuduandao,7,1003,126,5,-20,N,15,,90,,5,14,,,60,100,1,5,Unique07_4a,0,Umapx4_40,8,,,,,,,3612,weapon_sword_ancient_angel_new,,,RH_003_001,,,94,4,20,40,,,Umap4_60,1,20,100
5,镔铁短刀,bintieduandao,7,1004,154,4,-15,N,17,,100,,7,12,,,80,100,0,5,Unique07_4b,0,Umapx1_40,8,,,,,,,3613,weapon_sword_ancient_angel_new,,,RH_003_001,,,95,1,25,42,,,Tstun_60,1,25,100
5,镔铁羊首刀,bintieyangshoudao,7,1005,180,4,0,N,20,85,85,,10,30,,,64,88,1,5,Unique07_5a,0,,,,,,,,,3614,weapon_sword_ancient_angel_new,,,RH_003_001,,,96,5,14,30,,,Thpmax_300,2,20,50
6,秦勾,qingou,7,1007,179,6,20,N,23,66,120,,15,45,,,56,96,1,5,Unique07_6a,0,,,,,,,,,3615,weapon_sword_ancient_angel_new,,,RH_003_001,,,97,4,8,24,,,Thpsteal_15,2,20,50
6,寒秋短刀,hanqiuduandao,7,1008,258,7,30,N,26,,144,,5,15,,,64,96,0,6,Unique07_6b,0,Umapx3_40,8,,,,,,,3616,weapon_sword_ancient_angel_new,,,RH_003_001,,,98,3,15,40,,,Umap3_60,1,25,100
7,明月短刀,mingyueduandao,7,1010,245,3,0,N,28,,160,,10,16,,,60,100,0,5,Unique07_7a,0,Umapx2_40,10,,,,,,,3617,weapon_sword_ancient_angel_new,,,RH_003_001,,,99,2,25,55,,,Umap2%_50,1,25,100
7,吞日斩,tunrizhan,7,1009,299,12,-20,N,31,165,,,55,70,,,72,96,0,6,Unique07_7b,0,Tdeadly_30,20,,,,,,,3618,weapon_sword_ancient_angel_new,,,RH_003_001,,,100,4,7,15,,,Tdeadly_50,1,25,0
8,武神刀,wushendao,7,1057,324,8,0,N,34,141,,,42,80,,,64,96,0,6,Unique07_8a,0,Tdeadly_30,20,,,,,,,3619,weapon_sword_ancient_angel_new,,,RH_003_001,,,101,5,12,20,,,Uap%_50,1,25,0
8,疾电刀,jidiandao,7,1060,389,4,40,N,35,,182,,6,15,,,72,100,1,6,Unique07_8b,0,Umapx1_40,10,,,,,,,3620,weapon_sword_ancient_angel_new,,,RH_003_001,,,102,1,24,50,,,Umap1%_40,1,25,100
9,寒冰刃,hanbingren,7,1059,494,7,-10,N,38,,204,,8,16,,,80,100,1,5,Unique07_9a,0,Umapx3_40,10,,,,,,,3621,weapon_sword_ancient_angel_new,,,RH_003_001,,,103,3,36,68,,,Tfreeze_60,1,30,100
9,刈鹿刃,yiludao,7,1011,600,7,0,Y,30,110,,,30,45,,,80,80,0,0,Unique07_yilu,100,,,,,,,,,3622,weapon_sword_ancient_angel_new,,,RH_003_001,,,104,1,8,16,,,Uap_40u,1,100,0
9,灵火,linghuo,7,1044,962,7,30,Y,40,,210,,4,12,,,60,60,0,0,Unique07_linghuo,100,,,,,,,,,3623,weapon_sword_ancient_angel_new,,,RH_003_001,,,105,4,48,60,,,Tblind_100u,1,100,0
1,短刀1,7_1,7,2075,10,1,0,Y,1,36,,,12,18,,,60,80,1,2,,,Tdeadly_50,50,,,,,,,3607,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
2,短刀2,7_2,7,2075,20,1,0,Y,3,54,,,14,22,,,60,80,1,2,,,Tdeadly_50,50,,,,,,,3608,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
3,短刀3,7_3,7,2075,30,2,0,Y,5,72,,,16,26,,,60,80,1,2,,,Tdeadly_50,50,,,,,,,3610,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
4,短刀4,7_4,7,2075,40,2,0,Y,7,90,,,18,30,,,60,80,1,2,,,Tdeadly_50,60,,,,,,,3612,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
5,短刀5,7_5,7,2075,50,3,0,Y,9,108,,,20,34,,,60,80,1,2,,,Tdeadly_50,60,,,,,,,3613,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
6,短刀6,7_6,7,2075,60,3,0,Y,11,126,,,22,38,,,60,80,1,2,,,Tdeadly_50,60,,,,,,,3615,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
7,短刀7,7_7,7,2075,70,4,0,Y,13,144,,,24,42,,,60,80,1,2,,,Tdeadly_50,70,,,,,,,3617,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
8,短刀8,7_8,7,2075,80,4,0,Y,15,162,,,26,46,,,60,80,1,2,,,Tdeadly_50,70,,,,,,,3619,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
9,短刀9,7_9,7,2075,90,5,0,Y,17,180,,,28,50,,,60,80,1,2,,,Tdeadly_50,70,,,,,,,3621,weapon_sword_ancient_angel_new,,,RH_003_001,,,88,1,8,10,,,,1,0,100
1,青铜弯刀,qingtongwandao,8,1012,88,6,0,N,1,,,,12,18,,,40,56,1,5,Unique08_1a,0,Tdex_50,20,,,,,,,3629,weapon_sword_ancient_angel_new,RH_010_001,,,,,107,1,9,12,,,Tsr%_100,1,20,25
2,秦兵长刀,qinbingchangdao,8,1013,158,9,30,N,4,30,41,,4,14,,,40,64,0,5,Unique08_2a,0,Umapx3_50,5,,,,,,,3630,weapon_sword_ancient_angel_new,RH_011_001,,,,,108,3,10,26,,,Umap3_80,2,20,100
2,匈奴长刀,xiongnuchangdao,8,1014,250,11,-15,N,7,60,,,24,35,,,48,64,0,5,Unique08_2b,0,,,,,,,,,3631,weapon_sword_ancient_angel_new,RH_012_001,,,,,109,4,5,10,,,Tstr_80,1,20,0
3,巴蜀柳叶刀,bashuliuyedao,8,1006,208,8,20,N,9,55,55,,12,30,,,44,60,0,6,Unique08_3a,0,Tcon_50,20,,,,,,,3632,weapon_sword_ancient_angel_new,RH_012_001,,,,,110,2,10,20,,,Tcon_80,2,20,25
3,精钢长刀,jinggangchangdao,8,1019,252,8,0,N,11,74,52,,16,32,,,40,64,0,6,Unique08_3b,0,Tsr_400,30,,,,,,,3633,weapon_sword_ancient_angel_new,RH_011_001,,,,,111,1,18,30,,,Tdex_80,2,25,35
4,目雷纹铜刀,muleiwentongdao,8,1017,130,7,40,N,14,,90,,15,40,,,32,64,1,6,Unique08_4a,0,,,,,,,,,3634,weapon_sword_ancient_angel_new,RH_010_001,,,,,112,2,8,16,,,Tattackspeed_60,2,20,30
4,武卒长刀,wuzhuchangdao,8,1015,308,9,10,N,16,100,,,35,50,,,48,72,0,6,Unique08_4b,0,,,,,,,,,3635,weapon_sword_ancient_angel_new,RH_010_001,,,,,113,5,6,15,,,Tcritical_50,1,20,0
5,铁环首刀,tiehuanshoudao,8,1018,360,10,-10,N,18,115,,,36,60,,,48,64,0,5,Unique08_5a,0,Tknockout_40,20,,,,,,,3636,weapon_sword_ancient_angel_new,RH_011_001,,,,,114,1,4,14,,,Tknockout_80,2,20,0
5,吴越金钩,wuyuejingou,8,1016,468,7,25,N,21,,110,,6,14,,,36,60,1,6,Unique08_5b,0,Umapx3_50,8,,,,,,,3637,weapon_sword_ancient_angel_new,RH_012_001,,,,,115,3,30,48,,,Umap3_80,1,25,100
6,百炼刀,bailiandao,8,1056,426,11,0,N,24,126,85,,33,52,,,40,60,1,6,Unique08_6a,0,Thpsteal_5,8,,,,,,,3638,weapon_sword_ancient_angel_new,RH_012_001,,,,,116,4,14,34,,,Thpmax_300,2,25,50
6,破敌长刀,podichangdao,8,1062,538,13,-20,N,25,156,,,54,72,,,58,68,0,6,Unique08_6b,0,,,,,,,,,3639,weapon_sword_ancient_angel_new,RH_011_001,,,,,117,5,8,14,,,Tdeadly_50,1,25,0
7,龙鳞刀,longlindao,8,1058,626,12,0,N,28,135,102,,25,55,,,40,70,1,6,Unique08_7a,0,Tmpmax_150,,,,,,,,3640,weapon_sword_ancient_angel_new,RH_010_001,,,,,118,1,25,55,,,Tmpsteal_15,2,20,40
7,烈焰锯,lieyanju,8,1063,707,9,20,N,31,,133,,10,15,,,30,52,0,6,Unique08_7b,0,Umapx4_50,10,,,,,,,3641,weapon_sword_ancient_angel_new,RH_010_001,,,,,119,4,30,66,,,Tblind_60,1,20,100
8,狂风斩,kuangfengzhan,8,1064,648,11,10,N,32,145,108,,45,75,,,48,76,0,7,Unique08_8a,0,,,,,,,,,3642,weapon_sword_ancient_angel_new,RH_011_001,,,,,120,2,15,30,,,Tattackspeed_50,2,30,50
8,悲楚刀,beichudao,8,1020,713,10,-25,N,35,,142,,12,20,,,48,72,0,6,Unique08_8b,0,Umapx5_50,10,,,,,,,3643,weapon_sword_ancient_angel_new,RH_012_001,,,,,121,5,50,93,,,Umap5%_40,1,20,100
9,百战刀,baizhandao,8,1021,912,16,-10,N,39,223,,,60,95,,,58,70,0,6,Unique08_9a,0,,,,,,,,,3644,weapon_sword_ancient_angel_new,RH_012_001,,,,,122,1,12,32,,,Uap%_50,1,20,0
9,龙吟刀,longyindao,8,1053,1064,9,20,N,41,,160,,15,30,,,36,64,1,7,Unique08_9b,0,,,,,,,,,3645,weapon_sword_ancient_angel_new,RH_011_001,,,,,123,3,15,30,,,Tconfuse_50,3,25,70
1,青铜弯刀,qingtongwandao1,8,1012,88,6,0,Y,1,,,,12,18,,,40,56,0,0,Unique08_1a,0,,,,,,,,,3629,weapon_sword_ancient_angel_new,RH_010_001,,,,,107,,,,,,,1,0,0
4,武卒长刀,wuzhuchangdao2,8,1015,308,9,10,Y,1,,,,35,50,,,48,72,0,0,Unique08_4b,0,,,,,,,,,3635,weapon_sword_ancient_angel_new,RH_010_001,,,,,113,,,,,,,1,0,0
8,悲楚刀,beichudao2,8,1020,713,10,-25,Y,1,,,,12,20,,,48,72,0,0,Unique08_8b,0,,,,,,,,,3643,weapon_sword_ancient_angel_new,RH_012_001,,,,,121,5,50,93,,,,1,0,100
